Dataset,number_bands,beta,rep,accuracy
indianpines,32,10.0,8,0.7772357723577236
indianpines,32,1.0,9,0.7837398373983739
indianpines,32,3.0,9,0.778319783197832
indianpines,32,5.0,9,0.8062872628726288
indianpines,32,10.0,9,0.7800542005420055
indianpines,34,1.0,0,0.7873170731707317
indianpines,34,3.0,0,0.7908943089430894
indianpines,34,5.0,0,0.7880758807588076
indianpines,34,10.0,0,0.7916531165311653
indianpines,34,1.0,1,0.7757181571815718
indianpines,34,3.0,1,0.7946883468834688
indianpines,34,5.0,1,0.8043360433604336
indianpines,34,10.0,1,0.7742005420054201
indianpines,34,1.0,2,0.7720325203252032
indianpines,34,3.0,2,0.792520325203252
indianpines,34,5.0,2,0.7738753387533875
indianpines,34,10.0,2,0.7693224932249323
indianpines,34,1.0,3,0.7668292682926829
indianpines,34,3.0,3,0.7865582655826558
indianpines,34,5.0,3,0.7975067750677507
indianpines,34,10.0,3,0.7731165311653116
indianpines,34,1.0,4,0.7543631436314363
indianpines,34,3.0,4,0.7829810298102982
indianpines,34,5.0,4,0.8037940379403794
indianpines,34,10.0,4,0.7795121951219512
indianpines,34,1.0,5,0.7835230352303523
indianpines,34,3.0,5,0.7942547425474255
indianpines,34,5.0,5,0.7990243902439025
indianpines,34,10.0,5,0.7681300813008131
indianpines,34,1.0,6,0.7692140921409214
indianpines,34,3.0,6,0.7862330623306233
indianpines,34,5.0,6,0.8002168021680217
indianpines,34,10.0,6,0.7752845528455284
indianpines,34,1.0,7,0.7685636856368564
indianpines,34,3.0,7,0.7827642276422764
indianpines,34,5.0,7,0.7791869918699187
indianpines,34,10.0,7,0.7645528455284553
indianpines,34,1.0,8,0.7781029810298103
indianpines,34,3.0,8,0.7788617886178861
indianpines,34,5.0,8,0.7853658536585366
indianpines,34,10.0,8,0.7856910569105691
indianpines,34,1.0,9,0.7706233062330623
indianpines,34,3.0,9,0.7904607046070461
indianpines,34,5.0,9,0.7871002710027101
indianpines,34,10.0,9,0.7714905149051491
indianpines,36,1.0,0,0.7970731707317074
indianpines,36,3.0,0,0.7820054200542006
indianpines,36,5.0,0,0.808130081300813
indianpines,36,10.0,0,0.7567479674796748
indianpines,36,1.0,1,0.7875338753387534
indianpines,36,3.0,1,0.7995663956639566
indianpines,36,5.0,1,0.7835230352303523
indianpines,36,10.0,1,0.7760433604336043
indianpines,36,1.0,2,0.7713821138211382
indianpines,36,3.0,2,0.7884010840108401
indianpines,36,5.0,2,0.7981571815718157
indianpines,36,10.0,2,0.7757181571815718
indianpines,36,1.0,3,0.7771273712737128
indianpines,36,3.0,3,0.7866666666666666
indianpines,36,5.0,3,0.7980487804878049
indianpines,36,10.0,3,0.7906775067750678
indianpines,36,1.0,4,0.7831978319783198
indianpines,36,3.0,4,0.7882926829268293
indianpines,36,5.0,4,0.7803794037940379
indianpines,36,10.0,4,0.7791869918699187
indianpines,36,1.0,5,0.7733333333333333
indianpines,36,3.0,5,0.800650406504065
indianpines,36,5.0,5,0.8055284552845529
indianpines,36,10.0,5,0.7774525745257452
indianpines,36,1.0,6,0.7879674796747967
indianpines,36,3.0,6,0.786449864498645
indianpines,36,5.0,6,0.7930623306233062
indianpines,36,10.0,6,0.7878590785907859
indianpines,36,1.0,7,0.7852574525745257
indianpines,36,3.0,7,0.7790785907859079
indianpines,36,5.0,7,0.7934959349593496
indianpines,36,10.0,7,0.7596747967479675
indianpines,36,1.0,8,0.7890514905149052
indianpines,36,3.0,8,0.7877506775067751
indianpines,36,5.0,8,0.7837398373983739
indianpines,36,10.0,8,0.7838482384823848
indianpines,36,1.0,9,0.7764769647696477
indianpines,36,3.0,9,0.7768021680216802
indianpines,36,5.0,9,0.7804878048780488
indianpines,36,10.0,9,0.7852574525745257
indianpines,38,1.0,0,0.7879674796747967
indianpines,38,3.0,0,0.7837398373983739
indianpines,38,5.0,0,0.7971815718157181
indianpines,38,10.0,0,0.789159891598916
indianpines,38,1.0,1,0.7933875338753388
indianpines,38,3.0,1,0.7871002710027101
indianpines,38,5.0,1,0.7950135501355013
indianpines,38,10.0,1,0.7718157181571815
indianpines,38,1.0,2,0.7820054200542006
indianpines,38,3.0,2,0.7887262872628726
indianpines,38,5.0,2,0.8033604336043361
indianpines,38,10.0,2,0.7779945799457995
indianpines,38,1.0,3,0.7904607046070461
indianpines,38,3.0,3,0.7900271002710028
indianpines,38,5.0,3,0.789810298102981
indianpines,38,10.0,3,0.7772357723577236
indianpines,38,1.0,4,0.7840650406504065
indianpines,38,3.0,4,0.7813550135501355
indianpines,38,5.0,4,0.7901355013550135
indianpines,38,10.0,4,0.7849322493224932
indianpines,38,1.0,5,0.7777777777777778
indianpines,38,3.0,5,0.776260162601626
indianpines,38,5.0,5,0.7834146341463415
indianpines,38,10.0,5,0.7616260162601626
indianpines,38,1.0,6,0.7837398373983739
indianpines,38,3.0,6,0.7927371273712737
indianpines,38,5.0,6,0.7981571815718157
indianpines,38,10.0,6,0.7808130081300813
indianpines,38,1.0,7,0.7732249322493225
indianpines,38,3.0,7,0.7794037940379404
indianpines,38,5.0,7,0.8034688346883468
indianpines,38,10.0,7,0.7897018970189702
indianpines,38,1.0,8,0.7890514905149052
indianpines,38,3.0,8,0.7901355013550135
indianpines,38,5.0,8,0.8131165311653117
indianpines,38,10.0,8,0.7919783197831979
indianpines,38,1.0,9,0.7886178861788617
indianpines,38,3.0,9,0.7900271002710028
indianpines,38,5.0,9,0.7941463414634147
indianpines,38,10.0,9,0.7748509485094851
indianpines,40,1.0,0,0.7828726287262873
indianpines,40,3.0,0,0.7924119241192412
indianpines,40,5.0,0,0.7836314363143632
indianpines,40,10.0,0,0.7882926829268293
indianpines,40,1.0,1,0.7736585365853659
indianpines,40,3.0,1,0.781680216802168
indianpines,40,5.0,1,0.7811382113821138
indianpines,40,10.0,1,0.7825474254742547
indianpines,40,1.0,2,0.7684552845528455
indianpines,40,3.0,2,0.7774525745257452
indianpines,40,5.0,2,0.8102981029810298
indianpines,40,10.0,2,0.7714905149051491
indianpines,40,1.0,3,0.776260162601626
indianpines,40,3.0,3,0.7989159891598916
indianpines,40,5.0,3,0.7768021680216802
indianpines,40,10.0,3,0.7766937669376693
indianpines,40,1.0,4,0.7900271002710028
indianpines,40,3.0,4,0.7877506775067751
indianpines,40,5.0,4,0.7937127371273712
indianpines,40,10.0,4,0.7799457994579946
indianpines,40,1.0,5,0.7828726287262873
indianpines,40,3.0,5,0.7834146341463415
indianpines,40,5.0,5,0.7993495934959349
indianpines,40,10.0,5,0.788509485094851
indianpines,40,1.0,6,0.7841734417344174
indianpines,40,3.0,6,0.7964227642276422
indianpines,40,5.0,6,0.808130081300813
indianpines,40,10.0,6,0.778319783197832
indianpines,40,1.0,7,0.7801626016260162
indianpines,40,3.0,7,0.7906775067750678
indianpines,40,5.0,7,0.7928455284552846
indianpines,40,10.0,7,0.7926287262872629
indianpines,40,1.0,8,0.7976151761517615
indianpines,40,3.0,8,0.7807046070460705
indianpines,40,5.0,8,0.7846070460704607
indianpines,40,10.0,8,0.7826558265582656
indianpines,40,1.0,9,0.7757181571815718
indianpines,40,3.0,9,0.7846070460704607
indianpines,40,5.0,9,0.7583739837398374
indianpines,40,10.0,9,0.766720867208672
indianpines,42,1.0,0,0.7854742547425474
indianpines,42,3.0,0,0.7829810298102982
indianpines,42,5.0,0,0.7892682926829269
indianpines,42,10.0,0,0.7933875338753388
indianpines,42,1.0,1,0.7926287262872629
indianpines,42,3.0,1,0.7734417344173442
indianpines,42,5.0,1,0.7811382113821138
indianpines,42,10.0,1,0.784390243902439
indianpines,42,1.0,2,0.7926287262872629
indianpines,42,3.0,2,0.7838482384823848
indianpines,42,5.0,2,0.7967479674796748
indianpines,42,10.0,2,0.7839566395663957
indianpines,42,1.0,3,0.7742005420054201
indianpines,42,3.0,3,0.7821138211382114
indianpines,42,5.0,3,0.7808130081300813
indianpines,42,10.0,3,0.7929539295392954
indianpines,42,1.0,4,0.7706233062330623
indianpines,42,3.0,4,0.781680216802168
indianpines,42,5.0,4,0.7817886178861788
indianpines,42,10.0,4,0.77289972899729
indianpines,42,1.0,5,0.7586991869918699
indianpines,42,3.0,5,0.7855826558265583
indianpines,42,5.0,5,0.7882926829268293
indianpines,42,10.0,5,0.7714905149051491
indianpines,42,1.0,6,0.7563143631436314
indianpines,42,3.0,6,0.7970731707317074
indianpines,42,5.0,6,0.7884010840108401
indianpines,42,10.0,6,0.7877506775067751
indianpines,42,1.0,7,0.7547967479674796
indianpines,42,3.0,7,0.7733333333333333
indianpines,42,5.0,7,0.8030352303523035
indianpines,42,10.0,7,0.7775609756097561
indianpines,42,1.0,8,0.781680216802168
indianpines,42,3.0,8,0.7787533875338754
indianpines,42,5.0,8,0.8091056910569105
indianpines,42,10.0,8,0.7752845528455284
indianpines,42,1.0,9,0.776260162601626
indianpines,42,3.0,9,0.7846070460704607
indianpines,42,5.0,9,0.7901355013550135
indianpines,42,10.0,9,0.7670460704607046
indianpines,44,1.0,0,0.7510027100271003
indianpines,44,3.0,0,0.7764769647696477
indianpines,44,5.0,0,0.7878590785907859
indianpines,44,10.0,0,0.7808130081300813
indianpines,44,1.0,1,0.7559891598915989
indianpines,44,3.0,1,0.786449864498645
indianpines,44,5.0,1,0.8069376693766938
indianpines,44,10.0,1,0.7569647696476964
indianpines,44,1.0,2,0.7551219512195122
indianpines,44,3.0,2,0.7895934959349593
indianpines,44,5.0,2,0.7933875338753388
indianpines,44,10.0,2,0.7760433604336043
indianpines,44,1.0,3,0.775609756097561
indianpines,44,3.0,3,0.792520325203252
indianpines,44,5.0,3,0.7805962059620596
indianpines,44,10.0,3,0.7752845528455284
indianpines,44,1.0,4,0.7681300813008131
indianpines,44,3.0,4,0.7991327913279133
indianpines,44,5.0,4,0.7772357723577236
indianpines,44,10.0,4,0.7869918699186992
indianpines,44,1.0,5,0.7740921409214092
indianpines,44,3.0,5,0.7557723577235772
indianpines,44,5.0,5,0.8102981029810298
indianpines,44,10.0,5,0.7809214092140921
indianpines,44,1.0,6,0.7657452574525745
indianpines,44,3.0,6,0.7779945799457995
indianpines,44,5.0,6,0.8044444444444444
indianpines,44,10.0,6,0.7928455284552846
indianpines,44,1.0,7,0.7715989159891599
indianpines,44,3.0,7,0.7929539295392954
indianpines,44,5.0,7,0.7971815718157181
indianpines,44,10.0,7,0.7893766937669376
indianpines,44,1.0,8,0.7900271002710028
indianpines,44,3.0,8,0.7747425474254742
indianpines,44,5.0,8,0.7923035230352303
indianpines,44,10.0,8,0.7934959349593496
indianpines,44,1.0,9,0.7551219512195122
indianpines,44,3.0,9,0.7670460704607046
indianpines,44,5.0,9,0.7888346883468834
indianpines,44,10.0,9,0.7881842818428184
indianpines,46,1.0,0,0.7797289972899729
indianpines,46,3.0,0,0.7730081300813008
indianpines,46,5.0,0,0.8022764227642276
indianpines,46,10.0,0,0.7688888888888888
indianpines,46,1.0,1,0.7893766937669376
indianpines,46,3.0,1,0.7824390243902439
indianpines,46,5.0,1,0.7900271002710028
indianpines,46,10.0,1,0.7807046070460705
indianpines,46,1.0,2,0.7861246612466125
indianpines,46,3.0,2,0.756639566395664
indianpines,46,5.0,2,0.7825474254742547
indianpines,46,10.0,2,0.7814634146341464
indianpines,46,1.0,3,0.7846070460704607
indianpines,46,3.0,3,0.7878590785907859
indianpines,46,5.0,3,0.7893766937669376
indianpines,46,10.0,3,0.7828726287262873
indianpines,46,1.0,4,0.7886178861788617
indianpines,46,3.0,4,0.7666124661246613
indianpines,46,5.0,4,0.7973983739837398
indianpines,46,10.0,4,0.7911111111111111
indianpines,46,1.0,5,0.7737669376693767
indianpines,46,3.0,5,0.7887262872628726
indianpines,46,5.0,5,0.7906775067750678
indianpines,46,10.0,5,0.7730081300813008
indianpines,46,1.0,6,0.7764769647696477
indianpines,46,3.0,6,0.8004336043360434
indianpines,46,5.0,6,0.806829268292683
indianpines,46,10.0,6,0.7699728997289973
indianpines,46,1.0,7,0.7910027100271003
indianpines,46,3.0,7,0.7866666666666666
indianpines,46,5.0,7,0.7710569105691056
indianpines,46,10.0,7,0.7686720867208672
indianpines,46,1.0,8,0.7673712737127372
indianpines,46,3.0,8,0.7641192411924119
indianpines,46,5.0,8,0.7787533875338754
indianpines,46,10.0,8,0.785149051490515
indianpines,46,1.0,9,0.7751761517615177
indianpines,46,3.0,9,0.7772357723577236
indianpines,46,5.0,9,0.800650406504065
indianpines,46,10.0,9,0.78579945799458
indianpines,48,1.0,0,0.7981571815718157
indianpines,48,3.0,0,0.7808130081300813
indianpines,48,5.0,0,0.7820054200542006
indianpines,48,10.0,0,0.7736585365853659
indianpines,48,1.0,1,0.8034688346883468
indianpines,48,3.0,1,0.7895934959349593
indianpines,48,5.0,1,0.8
indianpines,48,10.0,1,0.7805962059620596
indianpines,48,1.0,2,0.7675880758807588
indianpines,48,3.0,2,0.7779945799457995
indianpines,48,5.0,2,0.7887262872628726
indianpines,48,10.0,2,0.7867750677506775
indianpines,48,1.0,3,0.7691056910569106
indianpines,48,3.0,3,0.795230352303523
indianpines,48,5.0,3,0.7805962059620596
indianpines,48,10.0,3,0.7744173441734418
indianpines,48,1.0,4,0.7876422764227642
indianpines,48,3.0,4,0.784390243902439
indianpines,48,5.0,4,0.7671544715447155
indianpines,48,10.0,4,0.7876422764227642
indianpines,48,1.0,5,0.7818970189701897
indianpines,48,3.0,5,0.7765853658536586
indianpines,48,5.0,5,0.7854742547425474
indianpines,48,10.0,5,0.7881842818428184
indianpines,48,1.0,6,0.7588075880758808
indianpines,48,3.0,6,0.7899186991869919
indianpines,48,5.0,6,0.7940379403794038
indianpines,48,10.0,6,0.7706233062330623
indianpines,48,1.0,7,0.7905691056910569
indianpines,48,3.0,7,0.7888346883468834
indianpines,48,5.0,7,0.7890514905149052
indianpines,48,10.0,7,0.7629268292682927
indianpines,48,1.0,8,0.7745257452574525
indianpines,48,3.0,8,0.7852574525745257
indianpines,48,5.0,8,0.7635772357723577
indianpines,48,10.0,8,0.7710569105691056
indianpines,48,1.0,9,0.7687804878048781
indianpines,48,3.0,9,0.7947967479674797
indianpines,48,5.0,9,0.7903523035230352
indianpines,48,10.0,9,0.7760433604336043
indianpines,50,1.0,0,0.7831978319783198
indianpines,50,3.0,0,0.7914363143631437
indianpines,50,5.0,0,0.7920867208672087
indianpines,50,10.0,0,0.80130081300813
indianpines,50,1.0,1,0.7812466124661247
indianpines,50,3.0,1,0.791869918699187
indianpines,50,5.0,1,0.8094308943089431
indianpines,50,10.0,1,0.776260162601626
indianpines,50,1.0,2,0.7906775067750678
indianpines,50,3.0,2,0.7792953929539296
indianpines,50,5.0,2,0.7934959349593496
indianpines,50,10.0,2,0.7897018970189702
indianpines,50,1.0,3,0.7817886178861788
indianpines,50,3.0,3,0.7830894308943089
indianpines,50,5.0,3,0.7976151761517615
indianpines,50,10.0,3,0.7830894308943089
indianpines,50,1.0,4,0.757289972899729
indianpines,50,3.0,4,0.7879674796747967
indianpines,50,5.0,4,0.7910027100271003
indianpines,50,10.0,4,0.7920867208672087
indianpines,50,1.0,5,0.7558807588075881
indianpines,50,3.0,5,0.7777777777777778
indianpines,50,5.0,5,0.7965311653116531
indianpines,50,10.0,5,0.7875338753387534
indianpines,50,1.0,6,0.7848238482384824
indianpines,50,3.0,6,0.7877506775067751
indianpines,50,5.0,6,0.7988075880758807
indianpines,50,10.0,6,0.7721409214092141
indianpines,50,1.0,7,0.7726829268292683
indianpines,50,3.0,7,0.784390243902439
indianpines,50,5.0,7,0.7877506775067751
indianpines,50,10.0,7,0.7827642276422764
indianpines,50,1.0,8,0.7623848238482385
indianpines,50,3.0,8,0.7943631436314363
indianpines,50,5.0,8,0.7788617886178861
indianpines,50,10.0,8,0.7944715447154471
indianpines,50,1.0,9,0.7615176151761518
indianpines,50,3.0,9,0.7702981029810299
indianpines,50,5.0,9,0.7812466124661247
indianpines,50,10.0,9,0.7748509485094851
indianpines,52,1.0,0,0.7598915989159891
indianpines,52,3.0,0,0.7841734417344174
indianpines,52,5.0,0,0.7737669376693767
indianpines,52,10.0,0,0.7861246612466125
indianpines,52,1.0,1,0.7805962059620596
indianpines,52,3.0,1,0.7874254742547425
indianpines,52,5.0,1,0.7757181571815718
indianpines,52,10.0,1,0.7647696476964769
indianpines,52,1.0,2,0.7890514905149052
indianpines,52,3.0,2,0.7838482384823848
indianpines,52,5.0,2,0.7854742547425474
indianpines,52,10.0,2,0.7736585365853659
indianpines,52,1.0,3,0.7924119241192412
indianpines,52,3.0,3,0.7675880758807588
indianpines,52,5.0,3,0.7931707317073171
indianpines,52,10.0,3,0.7871002710027101
indianpines,52,1.0,4,0.7772357723577236
indianpines,52,3.0,4,0.7777777777777778
indianpines,52,5.0,4,0.7668292682926829
indianpines,52,10.0,4,0.7772357723577236
indianpines,52,1.0,5,0.7743089430894309
indianpines,52,3.0,5,0.7804878048780488
indianpines,52,5.0,5,0.7792953929539296
indianpines,52,10.0,5,0.7809214092140921
indianpines,52,1.0,6,0.7799457994579946
indianpines,52,3.0,6,0.7875338753387534
indianpines,52,5.0,6,0.7844986449864498
indianpines,52,10.0,6,0.7720325203252032
indianpines,52,1.0,7,0.7887262872628726
indianpines,52,3.0,7,0.7763685636856369
indianpines,52,5.0,7,0.7813550135501355
indianpines,52,10.0,7,0.7775609756097561
indianpines,52,1.0,8,0.7850406504065041
indianpines,52,3.0,8,0.7842818428184282
indianpines,52,5.0,8,0.7749593495934959
indianpines,52,10.0,8,0.7719241192411924
indianpines,52,1.0,9,0.7824390243902439
indianpines,52,3.0,9,0.7746341463414634
indianpines,52,5.0,9,0.7873170731707317
indianpines,52,10.0,9,0.7791869918699187
indianpines,54,1.0,0,0.7687804878048781
indianpines,54,3.0,0,0.7702981029810299
indianpines,54,5.0,0,0.7964227642276422
indianpines,54,10.0,0,0.776260162601626
indianpines,54,1.0,1,0.7873170731707317
indianpines,54,3.0,1,0.7848238482384824
indianpines,54,5.0,1,0.7930623306233062
indianpines,54,10.0,1,0.7746341463414634
indianpines,54,1.0,2,0.7916531165311653
indianpines,54,3.0,2,0.7817886178861788
indianpines,54,5.0,2,0.7967479674796748
indianpines,54,10.0,2,0.7731165311653116
indianpines,54,1.0,3,0.7905691056910569
indianpines,54,3.0,3,0.7768021680216802
indianpines,54,5.0,3,0.7881842818428184
indianpines,54,10.0,3,0.7978319783197833
indianpines,54,1.0,4,0.7746341463414634
indianpines,54,3.0,4,0.7866666666666666
indianpines,54,5.0,4,0.7765853658536586
indianpines,54,10.0,4,0.769539295392954
indianpines,54,1.0,5,0.7787533875338754
indianpines,54,3.0,5,0.7758265582655827
indianpines,54,5.0,5,0.7988075880758807
indianpines,54,10.0,5,0.7825474254742547
indianpines,54,1.0,6,0.7776693766937669
indianpines,54,3.0,6,0.776260162601626
indianpines,54,5.0,6,0.7791869918699187
indianpines,54,10.0,6,0.7893766937669376
indianpines,54,1.0,7,0.7622764227642277
indianpines,54,3.0,7,0.7905691056910569
indianpines,54,5.0,7,0.7917615176151761
indianpines,54,10.0,7,0.7850406504065041
indianpines,54,1.0,8,0.775609756097561
indianpines,54,3.0,8,0.7714905149051491
indianpines,54,5.0,8,0.7771273712737128
indianpines,54,10.0,8,0.784390243902439
indianpines,54,1.0,9,0.7752845528455284
indianpines,54,3.0,9,0.7944715447154471
indianpines,54,5.0,9,0.7763685636856369
indianpines,54,10.0,9,0.7712737127371274
indianpines,56,1.0,0,0.772249322493225
indianpines,56,3.0,0,0.7978319783197833
indianpines,56,5.0,0,0.7927371273712737
indianpines,56,10.0,0,0.7809214092140921
indianpines,56,1.0,1,0.8004336043360434
indianpines,56,3.0,1,0.775609756097561
indianpines,56,5.0,1,0.7831978319783198
indianpines,56,10.0,1,0.7818970189701897
indianpines,56,1.0,2,0.778970189701897
indianpines,56,3.0,2,0.7906775067750678
indianpines,56,5.0,2,0.7874254742547425
indianpines,56,10.0,2,0.7760433604336043
indianpines,56,1.0,3,0.7684552845528455
indianpines,56,3.0,3,0.7921951219512195
indianpines,56,5.0,3,0.7781029810298103
indianpines,56,10.0,3,0.7761517615176152
indianpines,56,1.0,4,0.7906775067750678
indianpines,56,3.0,4,0.78579945799458
indianpines,56,5.0,4,0.7915447154471544
indianpines,56,10.0,4,0.7777777777777778
indianpines,56,1.0,5,0.7768021680216802
indianpines,56,3.0,5,0.7807046070460705
indianpines,56,5.0,5,0.7815718157181571
indianpines,56,10.0,5,0.7733333333333333
indianpines,56,1.0,6,0.7863414634146342
indianpines,56,3.0,6,0.7813550135501355
indianpines,56,5.0,6,0.7955555555555556
indianpines,56,10.0,6,0.7623848238482385
indianpines,56,1.0,7,0.7626016260162601
indianpines,56,3.0,7,0.770840108401084
indianpines,56,5.0,7,0.7924119241192412
indianpines,56,10.0,7,0.7642276422764228
indianpines,56,1.0,8,0.7788617886178861
indianpines,56,3.0,8,0.7956639566395663
indianpines,56,5.0,8,0.7917615176151761
indianpines,56,10.0,8,0.7743089430894309
indianpines,56,1.0,9,0.7688888888888888
indianpines,56,3.0,9,0.781680216802168
indianpines,56,5.0,9,0.7869918699186992
indianpines,56,10.0,9,0.7559891598915989
indianpines,58,1.0,0,0.7904607046070461
indianpines,58,3.0,0,0.7901355013550135
indianpines,58,5.0,0,0.8156097560975609
indianpines,58,10.0,0,0.7837398373983739
indianpines,58,1.0,1,0.7836314363143632
indianpines,58,3.0,1,0.789159891598916
indianpines,58,5.0,1,0.7888346883468834
indianpines,58,10.0,1,0.7670460704607046
indianpines,58,1.0,2,0.7856910569105691
indianpines,58,3.0,2,0.7652032520325204
indianpines,58,5.0,2,0.7973983739837398
indianpines,58,10.0,2,0.7680216802168022
indianpines,58,1.0,3,0.7975067750677507
indianpines,58,3.0,3,0.7838482384823848
indianpines,58,5.0,3,0.7814634146341464
indianpines,58,10.0,3,0.7781029810298103
indianpines,58,1.0,4,0.7614092140921409
indianpines,58,3.0,4,0.7691056910569106
indianpines,58,5.0,4,0.7908943089430894
indianpines,58,10.0,4,0.7848238482384824
indianpines,58,1.0,5,0.7831978319783198
indianpines,58,3.0,5,0.7937127371273712
indianpines,58,5.0,5,0.8042276422764227
indianpines,58,10.0,5,0.7766937669376693
indianpines,58,1.0,6,0.7775609756097561
indianpines,58,3.0,6,0.7811382113821138
indianpines,58,5.0,6,0.7926287262872629
indianpines,58,10.0,6,0.791219512195122
indianpines,58,1.0,7,0.7772357723577236
indianpines,58,3.0,7,0.7876422764227642
indianpines,58,5.0,7,0.797940379403794
indianpines,58,10.0,7,0.7853658536585366
indianpines,58,1.0,8,0.7821138211382114
indianpines,58,3.0,8,0.7543631436314363
indianpines,58,5.0,8,0.7915447154471544
indianpines,58,10.0,8,0.7877506775067751
indianpines,58,1.0,9,0.7900271002710028
indianpines,58,3.0,9,0.7953387533875339
indianpines,58,5.0,9,0.7988075880758807
indianpines,58,10.0,9,0.7801626016260162
indianpines,200,999,0,0.8023848238482385
indianpines,200,999,1,0.7577235772357723
indianpines,200,999,2,0.7910027100271003
indianpines,200,999,3,0.804769647696477
indianpines,200,999,4,0.778970189701897
indianpines,200,999,5,0.804769647696477
indianpines,200,999,6,0.7841734417344174
indianpines,200,999,7,0.786449864498645
indianpines,200,999,8,0.804119241192412
indianpines,200,999,9,0.7897018970189702
paviaU,2,1.0,0,0.6518091378996858
paviaU,2,3.0,0,0.6551338995818073
paviaU,2,5.0,0,0.6559131406010545
paviaU,2,10.0,0,0.6503026052624743
paviaU,2,1.0,1,0.651913036702252
paviaU,2,3.0,1,0.6509519727785137
paviaU,2,5.0,1,0.6476791604976753
paviaU,2,10.0,1,0.6407698901270162
paviaU,2,1.0,2,0.6513935426894205
paviaU,2,3.0,2,0.6478869581028078
paviaU,2,5.0,2,0.6432115119873243
paviaU,2,10.0,2,0.6570300527286423
paviaU,2,1.0,3,0.646042754357256
paviaU,2,3.0,3,0.6572638250344165
paviaU,2,5.0,3,0.6457570326501987
paviaU,2,10.0,3,0.6423023974648692
paviaU,2,1.0,4,0.643782955401439
paviaU,2,3.0,4,0.6587963323722694
paviaU,2,5.0,4,0.6553416971869399
paviaU,2,10.0,4,0.6474453881919011
paviaU,2,1.0,5,0.6435232083950232
paviaU,2,3.0,5,0.6570300527286423
paviaU,2,5.0,5,0.652952024727915
paviaU,2,10.0,5,0.6489519208291125
paviaU,2,1.0,6,0.647938907504091
paviaU,2,3.0,6,0.6525624042182914
paviaU,2,5.0,6,0.6595236239902336
paviaU,2,10.0,6,0.6456011844463493
paviaU,2,1.0,7,0.651237694485571
paviaU,2,3.0,7,0.6539130886516533
paviaU,2,5.0,7,0.645497285643783
paviaU,2,10.0,7,0.652458505415725
paviaU,2,1.0,8,0.6587963323722694
paviaU,2,3.0,8,0.6588742564741942
paviaU,2,5.0,8,0.6513415932881373
paviaU,2,10.0,8,0.6571339515312086
paviaU,2,1.0,9,0.6574716226395491
paviaU,2,3.0,9,0.6429777396815501
paviaU,2,5.0,9,0.6472375905867684
paviaU,2,10.0,9,0.6512117197849295
paviaU,4,1.0,0,0.7665393906335229
paviaU,4,3.0,0,0.7107457336554196
paviaU,4,5.0,0,0.7614743240084157
paviaU,4,10.0,0,0.774669471934336
paviaU,4,1.0,1,0.7527468245928466
paviaU,4,3.0,1,0.7226940959505441
paviaU,4,5.0,1,0.7477856567703057
paviaU,4,10.0,1,0.7685913919842073
paviaU,4,1.0,2,0.7800981843684252
paviaU,4,3.0,2,0.7070833008649575
paviaU,4,5.0,2,0.7635523000597418
paviaU,4,10.0,2,0.7646432374866879
paviaU,4,1.0,3,0.7519675835735993
paviaU,4,3.0,3,0.7227979947531105
paviaU,4,5.0,3,0.7690069871944726
paviaU,4,10.0,3,0.7589288033455415
paviaU,4,1.0,4,0.7710849632457986
paviaU,4,3.0,4,0.7021221330424167
paviaU,4,5.0,4,0.7528507233954128
paviaU,4,10.0,4,0.7596301202628639
paviaU,4,1.0,5,0.7735265851061066
paviaU,4,3.0,5,0.7127198109041794
paviaU,4,5.0,5,0.7872931764461415
paviaU,4,10.0,5,0.7585391828359178
paviaU,4,1.0,6,0.7617860204161147
paviaU,4,3.0,6,0.7223044754409206
paviaU,4,5.0,6,0.764331541078989
paviaU,4,10.0,6,0.7520974570768072
paviaU,4,1.0,7,0.7710849632457986
paviaU,4,3.0,7,0.7165380918984908
paviaU,4,5.0,7,0.757733967116029
paviaU,4,10.0,7,0.7640717940725733
paviaU,4,1.0,8,0.7646172627860464
paviaU,4,3.0,8,0.7566690043897244
paviaU,4,5.0,8,0.7692927089015299
paviaU,4,10.0,8,0.7526689004909218
paviaU,4,1.0,9,0.768981012493831
paviaU,4,3.0,9,0.7258630094288163
paviaU,4,5.0,9,0.7712408114496481
paviaU,4,10.0,9,0.7596301202628639
paviaU,6,1.0,0,0.8068001766279643
paviaU,6,3.0,0,0.8002026026650043
paviaU,6,5.0,0,0.8050598716849788
paviaU,6,10.0,0,0.8318397880464428
paviaU,6,1.0,1,0.8171640821839529
paviaU,6,3.0,1,0.8036052884490507
paviaU,6,5.0,1,0.7995792098496065
paviaU,6,10.0,1,0.8342814099067508
paviaU,6,1.0,2,0.8101768877113691
paviaU,6,3.0,2,0.7788513987376295
paviaU,6,5.0,2,0.8025143510221044
paviaU,6,10.0,2,0.8292163432816437
paviaU,6,1.0,3,0.8162809423621393
paviaU,6,3.0,3,0.7837865918595288
paviaU,6,5.0,3,0.7972414867918647
paviaU,6,10.0,3,0.8254240369879737
paviaU,6,1.0,4,0.8060469103093587
paviaU,6,3.0,4,0.7907478116314709
paviaU,6,5.0,4,0.8083067092651757
paviaU,6,10.0,4,0.8308008000207797
paviaU,6,1.0,5,0.8142029663108132
paviaU,6,3.0,5,0.7940985480142342
paviaU,6,5.0,5,0.7964882204732591
paviaU,6,10.0,5,0.8239694537520456
